# x y z block_id volume
-0.005000 0.000476 -0.002000 1 0.00000000095
-0.005000 0.000476 -0.001000 1 0.00000000095
-0.005000 0.000476 0.000000 1 0.00000000095
-0.005000 0.000476 0.001000 1 0.00000000095
-0.005000 0.000476 0.002000 1 0.00000000095
-0.005000 0.000476 0.003000 1 0.00000000095
-0.005000 0.001429 -0.003000 1 0.00000000095
-0.005000 0.001429 -0.002000 1 0.00000000095
-0.005000 0.001429 -0.001000 1 0.00000000095
-0.005000 0.001429 0.000000 1 0.00000000095
-0.005000 0.001429 0.001000 1 0.00000000095
-0.005000 0.001429 0.002000 1 0.00000000095
-0.005000 0.001429 0.003000 1 0.00000000095
-0.005000 0.002381 -0.003000 1 0.00000000095
-0.005000 0.002381 -0.002000 1 0.00000000095
-0.005000 0.002381 -0.001000 1 0.00000000095
-0.005000 0.002381 0.000000 1 0.00000000095
-0.005000 0.002381 0.001000 1 0.00000000095
-0.005000 0.002381 0.002000 1 0.00000000095
-0.005000 0.002381 0.003000 1 0.00000000095
-0.005000 0.003333 -0.003000 1 0.00000000095
-0.005000 0.003333 -0.002000 1 0.00000000095
-0.005000 0.003333 -0.001000 1 0.00000000095
-0.005000 0.003333 0.000000 1 0.00000000095
-0.005000 0.003333 0.001000 1 0.00000000095
-0.005000 0.003333 0.002000 1 0.00000000095
-0.005000 0.003333 0.003000 1 0.00000000095
-0.005000 0.004286 -0.003000 1 0.00000000095
-0.005000 0.004286 -0.002000 1 0.00000000095
-0.005000 0.004286 -0.001000 1 0.00000000095
-0.005000 0.004286 0.000000 1 0.00000000095
-0.005000 0.004286 0.001000 1 0.00000000095
-0.005000 0.004286 0.002000 1 0.00000000095
-0.005000 0.004286 0.003000 1 0.00000000095
-0.005000 0.005238 -0.003000 1 0.00000000095
-0.005000 0.005238 -0.002000 1 0.00000000095
-0.005000 0.005238 -0.001000 1 0.00000000095
-0.005000 0.005238 0.000000 1 0.00000000095
-0.005000 0.005238 0.001000 1 0.00000000095
-0.005000 0.005238 0.002000 1 0.00000000095
-0.005000 0.005238 0.003000 1 0.00000000095
-0.005000 0.006190 -0.003000 1 0.00000000095
-0.005000 0.006190 -0.002000 1 0.00000000095
-0.005000 0.006190 -0.001000 1 0.00000000095
-0.005000 0.006190 0.000000 1 0.00000000095
-0.005000 0.006190 0.001000 1 0.00000000095
-0.005000 0.006190 0.002000 1 0.00000000095
-0.005000 0.006190 0.003000 1 0.00000000095
-0.005000 0.007143 -0.003000 1 0.00000000095
-0.005000 0.007143 -0.002000 1 0.00000000095
-0.005000 0.007143 -0.001000 1 0.00000000095
-0.005000 0.007143 0.000000 1 0.00000000095
-0.005000 0.007143 0.001000 1 0.00000000095
-0.005000 0.007143 0.002000 1 0.00000000095
-0.005000 0.007143 0.003000 1 0.00000000095
-0.005000 0.008095 -0.003000 1 0.00000000095
-0.005000 0.008095 -0.002000 1 0.00000000095
-0.005000 0.008095 -0.001000 1 0.00000000095
-0.005000 0.008095 0.000000 1 0.00000000095
-0.005000 0.008095 0.001000 1 0.00000000095
-0.005000 0.008095 0.002000 1 0.00000000095
-0.005000 0.008095 0.003000 1 0.00000000095
-0.005000 0.009048 -0.003000 1 0.00000000095
-0.005000 0.009048 -0.002000 1 0.00000000095
-0.005000 0.009048 -0.001000 1 0.00000000095
-0.005000 0.009048 0.000000 1 0.00000000095
-0.005000 0.009048 0.001000 1 0.00000000095
-0.005000 0.009048 0.002000 1 0.00000000095
-0.005000 0.009048 0.003000 1 0.00000000095
-0.005000 0.010000 -0.003000 1 0.00000000095
-0.005000 0.010000 -0.002000 1 0.00000000095
-0.005000 0.010000 -0.001000 1 0.00000000095
-0.005000 0.010000 0.000000 1 0.00000000095
-0.005000 0.010000 0.001000 1 0.00000000095
-0.005000 0.010000 0.002000 1 0.00000000095
-0.005000 0.010000 0.003000 1 0.00000000095
-0.004000 -0.010000 -0.003000 1 0.00000000095
-0.004000 -0.010000 -0.002000 1 0.00000000095
-0.004000 -0.010000 -0.001000 1 0.00000000095
-0.004000 -0.010000 0.000000 1 0.00000000095
-0.004000 -0.010000 0.001000 1 0.00000000095
-0.004000 -0.010000 0.002000 1 0.00000000095
-0.004000 -0.010000 0.003000 1 0.00000000095
-0.004000 -0.009048 -0.003000 1 0.00000000095
-0.004000 -0.009048 -0.002000 1 0.00000000095
-0.004000 -0.009048 -0.001000 1 0.00000000095
-0.004000 -0.009048 0.000000 1 0.00000000095
-0.004000 -0.009048 0.001000 1 0.00000000095
-0.004000 -0.009048 0.002000 1 0.00000000095
-0.004000 -0.009048 0.003000 1 0.00000000095
-0.004000 -0.008095 -0.003000 1 0.00000000095
-0.004000 -0.008095 -0.002000 1 0.00000000095
-0.004000 -0.008095 -0.001000 1 0.00000000095
-0.004000 -0.008095 0.000000 1 0.00000000095
-0.004000 -0.008095 0.001000 1 0.00000000095
-0.004000 -0.008095 0.002000 1 0.00000000095
-0.004000 -0.008095 0.003000 1 0.00000000095
-0.004000 -0.007143 -0.003000 1 0.00000000095
-0.004000 -0.007143 -0.002000 1 0.00000000095
-0.004000 -0.007143 -0.001000 1 0.00000000095
-0.004000 -0.007143 0.000000 1 0.00000000095
-0.004000 -0.007143 0.001000 1 0.00000000095
-0.004000 -0.007143 0.002000 1 0.00000000095
-0.004000 -0.007143 0.003000 1 0.00000000095
-0.004000 -0.006190 -0.003000 1 0.00000000095
-0.004000 -0.006190 -0.002000 1 0.00000000095
-0.004000 -0.006190 -0.001000 1 0.00000000095
-0.004000 -0.006190 0.000000 1 0.00000000095
-0.004000 -0.006190 0.001000 1 0.00000000095
-0.004000 -0.006190 0.002000 1 0.00000000095
-0.004000 -0.006190 0.003000 1 0.00000000095
-0.004000 -0.005238 -0.003000 1 0.00000000095
-0.004000 -0.005238 -0.002000 1 0.00000000095
-0.004000 -0.005238 -0.001000 1 0.00000000095
-0.004000 -0.005238 0.000000 1 0.00000000095
-0.004000 -0.005238 0.001000 1 0.00000000095
-0.004000 -0.005238 0.002000 1 0.00000000095
-0.004000 -0.005238 0.003000 1 0.00000000095
-0.004000 -0.004286 -0.003000 1 0.00000000095
-0.004000 -0.004286 -0.002000 1 0.00000000095
-0.004000 -0.004286 -0.001000 1 0.00000000095
-0.004000 -0.004286 0.000000 1 0.00000000095
-0.004000 -0.004286 0.001000 1 0.00000000095
-0.004000 -0.004286 0.002000 1 0.00000000095
-0.004000 -0.004286 0.003000 1 0.00000000095
-0.004000 -0.003333 -0.003000 1 0.00000000095
-0.004000 -0.003333 -0.002000 1 0.00000000095
-0.004000 -0.003333 -0.001000 1 0.00000000095
-0.004000 -0.003333 0.000000 1 0.00000000095
-0.004000 -0.003333 0.001000 1 0.00000000095
-0.004000 -0.003333 0.002000 1 0.00000000095
-0.004000 -0.003333 0.003000 1 0.00000000095
-0.004000 -0.002381 -0.003000 1 0.00000000095
-0.004000 -0.002381 -0.002000 1 0.00000000095
-0.004000 -0.002381 -0.001000 1 0.00000000095
-0.004000 -0.002381 0.000000 1 0.00000000095
-0.004000 -0.002381 0.001000 1 0.00000000095
-0.004000 -0.002381 0.002000 1 0.00000000095
-0.004000 -0.002381 0.003000 1 0.00000000095
-0.004000 -0.001429 -0.003000 1 0.00000000095
-0.004000 -0.001429 -0.002000 1 0.00000000095
-0.004000 -0.001429 -0.001000 1 0.00000000095
-0.004000 -0.001429 0.000000 1 0.00000000095
-0.004000 -0.001429 0.001000 1 0.00000000095
-0.004000 -0.001429 0.002000 1 0.00000000095
-0.004000 -0.001429 0.003000 1 0.00000000095
-0.004000 -0.000476 -0.003000 1 0.00000000095
-0.004000 -0.000476 -0.002000 1 0.00000000095
-0.004000 -0.000476 -0.001000 1 0.00000000095
-0.004000 -0.000476 0.000000 1 0.00000000095
-0.004000 -0.000476 0.001000 1 0.00000000095
-0.004000 -0.000476 0.002000 1 0.00000000095
-0.004000 -0.000476 0.003000 1 0.00000000095
-0.004000 0.000476 -0.003000 1 0.00000000095
-0.004000 0.000476 -0.002000 1 0.00000000095
-0.004000 0.000476 -0.001000 1 0.00000000095
-0.004000 0.000476 0.000000 1 0.00000000095
-0.004000 0.000476 0.001000 1 0.00000000095
-0.004000 0.000476 0.002000 1 0.00000000095
-0.004000 0.000476 0.003000 1 0.00000000095
-0.004000 0.001429 -0.003000 1 0.00000000095
-0.004000 0.001429 -0.002000 1 0.00000000095
-0.004000 0.001429 -0.001000 1 0.00000000095
-0.004000 0.001429 0.000000 1 0.00000000095
-0.004000 0.001429 0.001000 1 0.00000000095
-0.004000 0.001429 0.002000 1 0.00000000095
-0.004000 0.001429 0.003000 1 0.00000000095
-0.004000 0.002381 -0.003000 1 0.00000000095
-0.004000 0.002381 -0.002000 1 0.00000000095
-0.004000 0.002381 -0.001000 1 0.00000000095
-0.004000 0.002381 0.000000 1 0.00000000095
-0.004000 0.002381 0.001000 1 0.00000000095
-0.004000 0.002381 0.002000 1 0.00000000095
-0.004000 0.002381 0.003000 1 0.00000000095
-0.004000 0.003333 -0.003000 1 0.00000000095
-0.004000 0.003333 -0.002000 1 0.00000000095
-0.004000 0.003333 -0.001000 1 0.00000000095
-0.004000 0.003333 0.000000 1 0.00000000095
-0.004000 0.003333 0.001000 1 0.00000000095
-0.004000 0.003333 0.002000 1 0.00000000095
-0.004000 0.003333 0.003000 1 0.00000000095
-0.004000 0.004286 -0.003000 1 0.00000000095
-0.004000 0.004286 -0.002000 1 0.00000000095
-0.004000 0.004286 -0.001000 1 0.00000000095
-0.004000 0.004286 0.000000 1 0.00000000095
-0.004000 0.004286 0.001000 1 0.00000000095
-0.004000 0.004286 0.002000 1 0.00000000095
-0.004000 0.004286 0.003000 1 0.00000000095
-0.004000 0.005238 -0.003000 1 0.00000000095
-0.004000 0.005238 -0.002000 1 0.00000000095
-0.004000 0.005238 -0.001000 1 0.00000000095
-0.004000 0.005238 0.000000 1 0.00000000095
-0.004000 0.005238 0.001000 1 0.00000000095
-0.004000 0.005238 0.002000 1 0.00000000095
-0.004000 0.005238 0.003000 1 0.00000000095
-0.004000 0.006190 -0.003000 1 0.00000000095
-0.004000 0.006190 -0.002000 1 0.00000000095
-0.004000 0.006190 -0.001000 1 0.00000000095
-0.004000 0.006190 0.000000 1 0.00000000095
-0.004000 0.006190 0.001000 1 0.00000000095
-0.004000 0.006190 0.002000 1 0.00000000095
-0.004000 0.006190 0.003000 1 0.00000000095
-0.004000 0.007143 -0.003000 1 0.00000000095
-0.004000 0.007143 -0.002000 1 0.00000000095
-0.004000 0.007143 -0.001000 1 0.00000000095
-0.004000 0.007143 0.000000 1 0.00000000095
-0.004000 0.007143 0.001000 1 0.00000000095
-0.004000 0.007143 0.002000 1 0.00000000095
-0.004000 0.007143 0.003000 1 0.00000000095
-0.004000 0.008095 -0.003000 1 0.00000000095
-0.004000 0.008095 -0.002000 1 0.00000000095
-0.004000 0.008095 -0.001000 1 0.00000000095
-0.004000 0.008095 0.000000 1 0.00000000095
-0.004000 0.008095 0.001000 1 0.00000000095
-0.004000 0.008095 0.002000 1 0.00000000095
-0.004000 0.008095 0.003000 1 0.00000000095
-0.004000 0.009048 -0.003000 1 0.00000000095
-0.004000 0.009048 -0.002000 1 0.00000000095
-0.004000 0.009048 -0.001000 1 0.00000000095
-0.004000 0.009048 0.000000 1 0.00000000095
-0.004000 0.009048 0.001000 1 0.00000000095
-0.004000 0.009048 0.002000 1 0.00000000095
-0.004000 0.009048 0.003000 1 0.00000000095
-0.004000 0.010000 -0.003000 1 0.00000000095
-0.004000 0.010000 -0.002000 1 0.00000000095
-0.004000 0.010000 -0.001000 1 0.00000000095
-0.004000 0.010000 0.000000 1 0.00000000095
-0.004000 0.010000 0.001000 1 0.00000000095
-0.004000 0.010000 0.002000 1 0.00000000095
-0.004000 0.010000 0.003000 1 0.00000000095
-0.003000 -0.010000 -0.003000 1 0.00000000095
-0.003000 -0.010000 -0.002000 1 0.00000000095
-0.003000 -0.010000 -0.001000 1 0.00000000095
-0.003000 -0.010000 0.000000 1 0.00000000095
-0.003000 -0.010000 0.001000 1 0.00000000095
-0.003000 -0.010000 0.002000 1 0.00000000095
-0.003000 -0.010000 0.003000 1 0.00000000095
-0.003000 -0.009048 -0.003000 1 0.00000000095
-0.003000 -0.009048 -0.002000 1 0.00000000095
-0.003000 -0.009048 -0.001000 1 0.00000000095
-0.003000 -0.009048 0.000000 1 0.00000000095
-0.003000 -0.009048 0.001000 1 0.00000000095
-0.003000 -0.009048 0.002000 1 0.00000000095
-0.003000 -0.009048 0.003000 1 0.00000000095
-0.003000 -0.008095 -0.003000 1 0.00000000095
-0.003000 -0.008095 -0.002000 1 0.00000000095
-0.003000 -0.008095 -0.001000 1 0.00000000095
-0.003000 -0.008095 0.000000 1 0.00000000095
-0.003000 -0.008095 0.001000 1 0.00000000095
-0.003000 -0.008095 0.002000 1 0.00000000095
-0.003000 -0.008095 0.003000 1 0.00000000095
-0.003000 -0.007143 -0.003000 1 0.00000000095
-0.003000 -0.007143 -0.002000 1 0.00000000095
-0.003000 -0.007143 -0.001000 1 0.00000000095
-0.003000 -0.007143 0.000000 1 0.00000000095
-0.003000 -0.007143 0.001000 1 0.00000000095
-0.003000 -0.007143 0.002000 1 0.00000000095
-0.003000 -0.007143 0.003000 1 0.00000000095
-0.003000 -0.006190 -0.003000 1 0.00000000095
-0.003000 -0.006190 -0.002000 1 0.00000000095
-0.003000 -0.006190 -0.001000 1 0.00000000095
-0.003000 -0.006190 0.000000 1 0.00000000095
-0.003000 -0.006190 0.001000 1 0.00000000095
-0.003000 -0.006190 0.002000 1 0.00000000095
-0.003000 -0.006190 0.003000 1 0.00000000095
-0.003000 -0.005238 -0.003000 1 0.00000000095
-0.003000 -0.005238 -0.002000 1 0.00000000095
-0.003000 -0.005238 -0.001000 1 0.00000000095
-0.003000 -0.005238 0.000000 1 0.00000000095
-0.003000 -0.005238 0.001000 1 0.00000000095
-0.003000 -0.005238 0.002000 1 0.00000000095
-0.003000 -0.005238 0.003000 1 0.00000000095
-0.003000 -0.004286 -0.003000 1 0.00000000095
-0.003000 -0.004286 -0.002000 1 0.00000000095
-0.003000 -0.004286 -0.001000 1 0.00000000095
-0.003000 -0.004286 0.000000 1 0.00000000095
-0.003000 -0.004286 0.001000 1 0.00000000095
-0.003000 -0.004286 0.002000 1 0.00000000095
-0.003000 -0.004286 0.003000 1 0.00000000095
-0.003000 -0.003333 -0.003000 1 0.00000000095
-0.003000 -0.003333 -0.002000 1 0.00000000095
-0.003000 -0.003333 -0.001000 1 0.00000000095
-0.003000 -0.003333 0.000000 1 0.00000000095
-0.003000 -0.003333 0.001000 1 0.00000000095
-0.003000 -0.003333 0.002000 1 0.00000000095
-0.003000 -0.003333 0.003000 1 0.00000000095
-0.003000 -0.002381 -0.003000 1 0.00000000095
-0.003000 -0.002381 -0.002000 1 0.00000000095
-0.003000 -0.002381 -0.001000 1 0.00000000095
-0.003000 -0.002381 0.000000 1 0.00000000095
-0.003000 -0.002381 0.001000 1 0.00000000095
-0.003000 -0.002381 0.002000 1 0.00000000095
-0.003000 -0.002381 0.003000 1 0.00000000095
-0.003000 -0.001429 -0.003000 1 0.00000000095
-0.003000 -0.001429 -0.002000 1 0.00000000095
-0.003000 -0.001429 -0.001000 1 0.00000000095
-0.003000 -0.001429 0.000000 1 0.00000000095
-0.003000 -0.001429 0.001000 1 0.00000000095
-0.003000 -0.001429 0.002000 1 0.00000000095
-0.003000 -0.001429 0.003000 1 0.00000000095
-0.003000 -0.000476 -0.003000 1 0.00000000095
-0.003000 -0.000476 -0.002000 1 0.00000000095
-0.003000 -0.000476 -0.001000 1 0.00000000095
-0.003000 -0.000476 0.000000 1 0.00000000095
-0.003000 -0.000476 0.001000 1 0.00000000095
-0.003000 -0.000476 0.002000 1 0.00000000095
-0.003000 -0.000476 0.003000 1 0.00000000095
-0.003000 0.000476 -0.003000 1 0.00000000095
-0.003000 0.000476 -0.002000 1 0.00000000095
-0.003000 0.000476 -0.001000 1 0.00000000095
-0.003000 0.000476 0.000000 1 0.00000000095
-0.003000 0.000476 0.001000 1 0.00000000095
-0.003000 0.000476 0.002000 1 0.00000000095
-0.003000 0.000476 0.003000 1 0.00000000095
-0.003000 0.001429 -0.003000 1 0.00000000095
-0.003000 0.001429 -0.002000 1 0.00000000095
-0.003000 0.001429 -0.001000 1 0.00000000095
-0.003000 0.001429 0.000000 1 0.00000000095
-0.003000 0.001429 0.001000 1 0.00000000095
-0.003000 0.001429 0.002000 1 0.00000000095
-0.003000 0.001429 0.003000 1 0.00000000095
-0.003000 0.002381 -0.003000 1 0.00000000095
-0.003000 0.002381 -0.002000 1 0.00000000095
-0.003000 0.002381 -0.001000 1 0.00000000095
-0.003000 0.002381 0.000000 1 0.00000000095
-0.003000 0.002381 0.001000 1 0.00000000095
-0.003000 0.002381 0.002000 1 0.00000000095
-0.003000 0.002381 0.003000 1 0.00000000095
-0.003000 0.003333 -0.003000 1 0.00000000095
-0.003000 0.003333 -0.002000 1 0.00000000095
-0.003000 0.003333 -0.001000 1 0.00000000095
-0.003000 0.003333 0.000000 1 0.00000000095
-0.003000 0.003333 0.001000 1 0.00000000095
-0.003000 0.003333 0.002000 1 0.00000000095
-0.003000 0.003333 0.003000 1 0.00000000095
-0.003000 0.004286 -0.003000 1 0.00000000095
-0.003000 0.004286 -0.002000 1 0.00000000095
-0.003000 0.004286 -0.001000 1 0.00000000095
-0.003000 0.004286 0.000000 1 0.00000000095
-0.003000 0.004286 0.001000 1 0.00000000095
-0.003000 0.004286 0.002000 1 0.00000000095
-0.003000 0.004286 0.003000 1 0.00000000095
-0.003000 0.005238 -0.003000 1 0.00000000095
-0.003000 0.005238 -0.002000 1 0.00000000095
-0.003000 0.005238 -0.001000 1 0.00000000095
-0.003000 0.005238 0.000000 1 0.00000000095
-0.003000 0.005238 0.001000 1 0.00000000095
-0.003000 0.005238 0.002000 1 0.00000000095
-0.003000 0.005238 0.003000 1 0.00000000095
-0.003000 0.006190 -0.003000 1 0.00000000095
-0.003000 0.006190 -0.002000 1 0.00000000095
-0.003000 0.006190 -0.001000 1 0.00000000095
-0.003000 0.006190 0.000000 1 0.00000000095
-0.003000 0.006190 0.001000 1 0.00000000095
-0.003000 0.006190 0.002000 1 0.00000000095
-0.003000 0.006190 0.003000 1 0.00000000095
-0.003000 0.007143 -0.003000 1 0.00000000095
-0.003000 0.007143 -0.002000 1 0.00000000095
-0.003000 0.007143 -0.001000 1 0.00000000095
-0.003000 0.007143 0.000000 1 0.00000000095
-0.003000 0.007143 0.001000 1 0.00000000095
-0.003000 0.007143 0.002000 1 0.00000000095
-0.003000 0.007143 0.003000 1 0.00000000095
-0.003000 0.008095 -0.003000 1 0.00000000095
-0.003000 0.008095 -0.002000 1 0.00000000095
-0.003000 0.008095 -0.001000 1 0.00000000095
-0.003000 0.008095 0.000000 1 0.00000000095
-0.003000 0.008095 0.001000 1 0.00000000095
-0.003000 0.008095 0.002000 1 0.00000000095
-0.003000 0.008095 0.003000 1 0.00000000095
-0.003000 0.009048 -0.003000 1 0.00000000095
-0.003000 0.009048 -0.002000 1 0.00000000095
-0.003000 0.009048 -0.001000 1 0.00000000095
-0.003000 0.009048 0.000000 1 0.00000000095
-0.003000 0.009048 0.001000 1 0.00000000095
-0.003000 0.009048 0.002000 1 0.00000000095
-0.003000 0.009048 0.003000 1 0.00000000095
-0.003000 0.010000 -0.003000 1 0.00000000095
-0.003000 0.010000 -0.002000 1 0.00000000095
-0.003000 0.010000 -0.001000 1 0.00000000095
-0.003000 0.010000 0.000000 1 0.00000000095
-0.003000 0.010000 0.001000 1 0.00000000095
-0.003000 0.010000 0.002000 1 0.00000000095
-0.003000 0.010000 0.003000 1 0.00000000095
-0.002000 -0.010000 -0.003000 1 0.00000000095
-0.002000 -0.010000 -0.002000 1 0.00000000095
-0.002000 -0.010000 -0.001000 1 0.00000000095
-0.002000 -0.010000 0.000000 1 0.00000000095
-0.002000 -0.010000 0.001000 1 0.00000000095
-0.002000 -0.010000 0.002000 1 0.00000000095
-0.002000 -0.010000 0.003000 1 0.00000000095
-0.002000 -0.009048 -0.003000 1 0.00000000095
-0.002000 -0.009048 -0.002000 1 0.00000000095
-0.002000 -0.009048 -0.001000 1 0.00000000095
-0.002000 -0.009048 0.000000 1 0.00000000095
-0.002000 -0.009048 0.001000 1 0.00000000095
-0.002000 -0.009048 0.002000 1 0.00000000095
-0.002000 -0.009048 0.003000 1 0.00000000095
-0.002000 -0.008095 -0.003000 1 0.00000000095
-0.002000 -0.008095 -0.002000 1 0.00000000095
-0.002000 -0.008095 -0.001000 1 0.00000000095
-0.002000 -0.008095 0.000000 1 0.00000000095
-0.002000 -0.008095 0.001000 1 0.00000000095
-0.002000 -0.008095 0.002000 1 0.00000000095
-0.002000 -0.008095 0.003000 1 0.00000000095
-0.002000 -0.007143 -0.003000 1 0.00000000095
-0.002000 -0.007143 -0.002000 1 0.00000000095
-0.002000 -0.007143 -0.001000 1 0.00000000095
-0.002000 -0.007143 0.000000 1 0.00000000095
-0.002000 -0.007143 0.001000 1 0.00000000095
-0.002000 -0.007143 0.002000 1 0.00000000095
-0.002000 -0.007143 0.003000 1 0.00000000095
-0.002000 -0.006190 -0.003000 1 0.00000000095
-0.002000 -0.006190 -0.002000 1 0.00000000095
-0.002000 -0.006190 -0.001000 1 0.00000000095
-0.002000 -0.006190 0.000000 1 0.00000000095
-0.002000 -0.006190 0.001000 1 0.00000000095
-0.002000 -0.006190 0.002000 1 0.00000000095
-0.002000 -0.006190 0.003000 1 0.00000000095
-0.002000 -0.005238 -0.003000 1 0.00000000095
-0.002000 -0.005238 -0.002000 1 0.00000000095
-0.002000 -0.005238 -0.001000 1 0.00000000095
-0.002000 -0.005238 0.000000 1 0.00000000095
-0.002000 -0.005238 0.001000 1 0.00000000095
-0.002000 -0.005238 0.002000 1 0.00000000095
-0.002000 -0.005238 0.003000 1 0.00000000095
-0.002000 -0.004286 -0.003000 1 0.00000000095
-0.002000 -0.004286 -0.002000 1 0.00000000095
-0.002000 -0.004286 -0.001000 1 0.00000000095
-0.002000 -0.004286 0.000000 1 0.00000000095
-0.002000 -0.004286 0.001000 1 0.00000000095
-0.002000 -0.004286 0.002000 1 0.00000000095
-0.002000 -0.004286 0.003000 1 0.00000000095
-0.002000 -0.003333 -0.003000 1 0.00000000095
-0.002000 -0.003333 -0.002000 1 0.00000000095
-0.002000 -0.003333 -0.001000 1 0.00000000095
-0.002000 -0.003333 0.000000 1 0.00000000095
-0.002000 -0.003333 0.001000 1 0.00000000095
-0.002000 -0.003333 0.002000 1 0.00000000095
-0.002000 -0.003333 0.003000 1 0.00000000095
-0.002000 -0.002381 -0.003000 1 0.00000000095
-0.002000 -0.002381 -0.002000 1 0.00000000095
-0.002000 -0.002381 -0.001000 1 0.00000000095
-0.002000 -0.002381 0.000000 1 0.00000000095
-0.002000 -0.002381 0.001000 1 0.00000000095
-0.002000 -0.002381 0.002000 1 0.00000000095
-0.002000 -0.002381 0.003000 1 0.00000000095
-0.002000 -0.001429 -0.003000 1 0.00000000095
-0.002000 -0.001429 -0.002000 1 0.00000000095
-0.002000 -0.001429 -0.001000 1 0.00000000095
-0.002000 -0.001429 0.000000 1 0.00000000095
-0.002000 -0.001429 0.001000 1 0.00000000095
-0.002000 -0.001429 0.002000 1 0.00000000095
-0.002000 -0.001429 0.003000 1 0.00000000095
-0.002000 -0.000476 -0.003000 1 0.00000000095
-0.002000 -0.000476 -0.002000 1 0.00000000095
-0.002000 -0.000476 -0.001000 1 0.00000000095
-0.002000 -0.000476 0.000000 1 0.00000000095
-0.002000 -0.000476 0.001000 1 0.00000000095
